country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
France,2005,male,55-74 years,5611154,33.95,France2005,38420,Silent
France,2005,male,25-34 years,4047608,23.37,France2005,38420,Generation X
France,2005,female,75+ years,3160051,15,France2005,38420,Silent
France,2005,female,55-74 years,6158540,14.21,France2005,38420,Silent
France,2005,female,35-54 years,8661387,13.38,France2005,38420,Boomers
France,2005,male,15-24 years,3992606,11,France2005,38420,Millenials
France,2005,female,25-34 years,4015093,5.98,France2005,38420,Generation X
France,2005,female,15-24 years,3877610,3.3,France2005,38420,Millenials
France,2005,male,5-14 years,3789200,0.55,France2005,38420,Millenials
France,2005,female,5-14 years,3610005,0.22,France2005,38420,Millenials
France,2006,male,75+ years,1873693,67.89,France2006,40097,Silent
France,2006,male,35-54 years,8448839,37.15,France2006,40097,Boomers
France,2006,male,55-74 years,5745824,32.63,France2006,40097,Silent
France,2006,male,25-34 years,3953119,22.44,France2006,40097,Generation X
France,2006,female,75+ years,3282478,13.74,France2006,40097,Silent
France,2006,female,55-74 years,6363131,13.55,France2006,40097,Silent
France,2006,female,35-54 years,8713240,12.97,France2006,40097,Boomers
France,2006,male,15-24 years,4014107,9.92,France2006,40097,Millenials
France,2006,female,25-34 years,3997748,6.38,France2006,40097,Generation X
France,2006,female,15-24 years,3915675,3.17,France2006,40097,Millenials
France,2006,male,5-14 years,3850817,0.57,France2006,40097,Millenials
France,2006,female,5-14 years,3665776,0.22,France2006,40097,Millenials
France,2007,male,75+ years,1932659,68.04,France2007,45682,Silent
France,2007,male,35-54 years,8475997,36.24,France2007,45682,Boomers
France,2007,male,55-74 years,5859657,30.31,France2007,45682,Silent
France,2007,male,25-34 years,3926679,21.47,France2007,45682,Generation X
France,2007,female,75+ years,3367365,13.69,France2007,45682,Silent
France,2007,female,55-74 years,6461012,12.88,France2007,45682,Silent
France,2007,female,35-54 years,8736539,12.49,France2007,45682,Boomers
France,2007,male,15-24 years,3998872,9.93,France2007,45682,Millenials
France,2007,female,25-34 years,3971637,5.14,France2007,45682,Generation X
France,2007,female,15-24 years,3893480,2.93,France2007,45682,Millenials
France,2007,male,5-14 years,3864992,0.41,France2007,45682,Generation Z
France,2007,female,5-14 years,3678122,0.16,France2007,45682,Generation Z
France,2008,male,75+ years,1985275,67.8,France2008,49901,Silent
France,2008,male,35-54 years,8513565,35.66,France2008,49901,Boomers
France,2008,male,55-74 years,5974431,32.67,France2008,49901,Silent
France,2008,male,25-34 years,3876451,21.75,France2008,49901,Generation X
France,2008,female,75+ years,3430254,13.44,France2008,49901,Silent
France,2008,female,55-74 years,6570343,12.83,France2008,49901,Silent
France,2008,female,35-54 years,8762552,12.61,France2008,49901,Boomers
France,2008,male,15-24 years,3971604,10.63,France2008,49901,Millenials
France,2008,female,25-34 years,3934713,5.36,France2008,49901,Generation X
France,2008,female,15-24 years,3865331,2.79,France2008,49901,Millenials
France,2008,male,5-14 years,3893417,0.51,France2008,49901,Generation Z
France,2008,female,5-14 years,3705031,0.16,France2008,49901,Generation Z
France,2009,male,75+ years,2035007,66.39,France2009,45775,Silent
France,2009,male,35-54 years,8526689,36.64,France2009,45775,Boomers
France,2009,male,55-74 years,6081994,33.43,France2009,45775,Silent
France,2009,male,25-34 years,3838456,21.55,France2009,45775,Generation X
France,2009,female,75+ years,3487831,13.3,France2009,45775,Silent
France,2009,female,55-74 years,6675905,13.23,France2009,45775,Silent
France,2009,female,35-54 years,8763692,11.86,France2009,45775,Boomers
France,2009,male,15-24 years,3953357,10.22,France2009,45775,Millenials
France,2009,female,25-34 years,3905999,5.5,France2009,45775,Generation X
France,2009,female,15-24 years,3843704,3.17,France2009,45775,Millenials
France,2009,male,5-14 years,3922145,0.66,France2009,45775,Generation Z
France,2009,female,5-14 years,3735948,0.29,France2009,45775,Generation Z
France,2010,male,75+ years,2081818,65.04,France2010,44747,Silent
France,2010,male,35-54 years,8518205,36.6,France2010,44747,Generation X
France,2010,male,55-74 years,6187723,31.61,France2010,44747,Silent
France,2010,male,25-34 years,3829316,21.02,France2010,44747,Generation X
France,2010,female,75+ years,3538923,13.11,France2010,44747,Silent
France,2010,female,55-74 years,6785286,13.1,France2010,44747,Silent
France,2010,female,35-54 years,8736585,12.29,France2010,44747,Generation X
France,2010,male,15-24 years,3937209,9.78,France2010,44747,Millenials
France,2010,female,25-34 years,3906931,4.53,France2010,44747,Generation X
France,2010,female,15-24 years,3823806,3.06,France2010,44747,Millenials
France,2010,male,5-14 years,3947453,0.58,France2010,44747,Generation Z
France,2010,female,5-14 years,3763028,0.45,France2010,44747,Generation Z
France,2011,male,75+ years,2127014,66.9,France2011,48217,Silent
France,2011,male,35-54 years,8492211,37.1,France2011,48217,Generation X
France,2011,male,55-74 years,6298402,32.52,France2011,48217,Boomers
France,2011,male,25-34 years,3844358,20.24,France2011,48217,Millenials
France,2011,female,75+ years,3588632,12.62,France2011,48217,Silent
France,2011,female,55-74 years,6902929,12.26,France2011,48217,Boomers
France,2011,female,35-54 years,8695673,11.63,France2011,48217,Generation X
France,2011,male,15-24 years,3914976,9.37,France2011,48217,Millenials
France,2011,female,25-34 years,3930109,4.35,France2011,48217,Millenials
France,2011,female,15-24 years,3794959,3.27,France2011,48217,Millenials
France,2011,male,5-14 years,3969371,0.58,France2011,48217,Generation Z
France,2011,female,5-14 years,3786009,0.34,France2011,48217,Generation Z
France,2012,male,75+ years,2168819,65.24,France2012,45002,Silent
France,2012,male,35-54 years,8465545,34.29,France2012,45002,Generation X
France,2012,male,55-74 years,6408537,30.26,France2012,45002,Boomers
France,2012,male,25-34 years,3856840,17.84,France2012,45002,Millenials
France,2012,female,75+ years,3626173,12.66,France2012,45002,Silent
France,2012,female,55-74 years,7023009,10.92,France2012,45002,Boomers
France,2012,female,35-54 years,8655592,10.29,France2012,45002,Generation X
France,2012,male,15-24 years,3900107,9.2,France2012,45002,Millenials
France,2012,female,25-34 years,3948305,4.63,France2012,45002,Millenials
France,2012,female,15-24 years,3776265,2.81,France2012,45002,Millenials
France,2012,male,5-14 years,3995444,0.55,France2012,45002,Generation Z
France,2012,female,5-14 years,3813821,0.29,France2012,45002,Generation Z
France,2013,male,75+ years,2201053,60.97,France2013,46922,Silent
France,2013,male,35-54 years,8444516,33.77,France2013,46922,Generation X
France,2013,male,55-74 years,6526578,30.69,France2013,46922,Boomers
France,2013,male,25-34 years,3873724,18.07,France2013,46922,Millenials
France,2013,female,75+ years,3642541,11.7,France2013,46922,Silent
France,2013,female,55-74 years,7157766,11.4,France2013,46922,Boomers
France,2013,female,35-54 years,8632938,9.8,France2013,46922,Generation X
France,2013,male,15-24 years,3849077,8.05,France2013,46922,Millenials
France,2013,female,25-34 years,3972053,4.03,France2013,46922,Millenials
France,2013,female,15-24 years,3728182,3.11,France2013,46922,Millenials
France,2013,male,5-14 years,4032157,0.45,France2013,46922,Generation Z
France,2013,female,5-14 years,3849484,0.29,France2013,46922,Generation Z
France,2014,male,75+ years,2243922,59,France2014,47318,Silent
France,2014,male,35-54 years,8426009,30.1,France2014,47318,Generation X
France,2014,male,55-74 years,6655516,27.42,France2014,47318,Boomers
France,2014,male,25-34 years,3877350,17.54,France2014,47318,Millenials
France,2014,female,75+ years,3677450,11.53,France2014,47318,Silent
France,2014,female,55-74 years,7300857,10.19,France2014,47318,Boomers
France,2014,female,35-54 years,8608404,9.04,France2014,47318,Generation X
France,2014,male,15-24 years,3841223,7.34,France2014,47318,Millenials
France,2014,female,25-34 years,3985618,4.27,France2014,47318,Millenials
France,2014,female,15-24 years,3711936,2.48,France2014,47318,Millenials
France,2014,male,5-14 years,4069116,0.34,France2014,47318,Generation Z
France,2014,female,5-14 years,3878553,0.31,France2014,47318,Generation Z
Georgia,1990,male,75+ years,62200,22.51,Georgia1990,1555,G.I. Generation
Georgia,1990,male,55-74 years,377250,9.54,Georgia1990,1555,G.I. Generation
Georgia,1990,male,35-54 years,616350,7.14,Georgia1990,1555,Silent
Georgia,1990,female,75+ years,136200,5.87,Georgia1990,1555,G.I. Generation
Georgia,1990,male,25-34 years,422400,5.45,Georgia1990,1555,Boomers
Georgia,1990,male,15-24 years,424000,5.42,Georgia1990,1555,Generation X
Georgia,1990,female,55-74 years,525250,3.43,Georgia1990,1555,G.I. Generation
Georgia,1990,female,35-54 years,682450,3.22,Georgia1990,1555,Silent
Georgia,1990,female,15-24 years,415850,0.96,Georgia1990,1555,Generation X
Georgia,1990,female,25-34 years,451450,0.89,Georgia1990,1555,Boomers
Georgia,1990,female,5-14 years,428500,0,Georgia1990,1555,Generation X
Georgia,1990,male,5-14 years,444500,0,Georgia1990,1555,Generation X
Georgia,1991,male,75+ years,62950,14.3,Georgia1991,1267,G.I. Generation
Georgia,1991,male,55-74 years,382950,11.49,Georgia1991,1267,Silent
Georgia,1991,male,35-54 years,626000,6.07,Georgia1991,1267,Boomers
Georgia,1991,female,75+ years,138300,5.78,Georgia1991,1267,G.I. Generation
Georgia,1991,male,25-34 years,418850,4.77,Georgia1991,1267,Boomers
Georgia,1991,female,55-74 years,530000,3.58,Georgia1991,1267,Silent
Georgia,1991,male,15-24 years,425700,2.82,Georgia1991,1267,Generation X
Georgia,1991,female,35-54 years,695100,2.16,Georgia1991,1267,Boomers
Georgia,1991,female,15-24 years,418300,0.96,Georgia1991,1267,Generation X
Georgia,1991,female,25-34 years,447700,0.89,Georgia1991,1267,Boomers
Georgia,1991,female,5-14 years,428250,0.23,Georgia1991,1267,Millenials
Georgia,1991,male,5-14 years,444450,0,Georgia1991,1267,Millenials
Georgia,1992,male,75+ years,63000,15.87,Georgia1992,740,G.I. Generation
Georgia,1992,male,55-74 years,383700,13.29,Georgia1992,740,Silent
Georgia,1992,male,35-54 years,628000,7.32,Georgia1992,740,Boomers
Georgia,1992,male,25-34 years,410250,6.34,Georgia1992,740,Boomers
Georgia,1992,female,75+ years,138750,4.32,Georgia1992,740,G.I. Generation
Georgia,1992,male,15-24 years,422250,4.26,Georgia1992,740,Generation X
Georgia,1992,female,55-74 years,528300,3.22,Georgia1992,740,Silent
Georgia,1992,female,15-24 years,415550,2.17,Georgia1992,740,Generation X
Georgia,1992,female,35-54 years,699000,1.86,Georgia1992,740,Boomers
Georgia,1992,female,25-34 years,438250,1.83,Georgia1992,740,Boomers
Georgia,1992,female,5-14 years,422700,0,Georgia1992,740,Millenials
Georgia,1992,male,5-14 years,438950,0,Georgia1992,740,Millenials
Georgia,1994,male,55-74 years,370200,10.26,Georgia1994,556,Silent
Georgia,1994,female,75+ years,127950,5.47,Georgia1994,556,G.I. Generation
Georgia,1994,male,75+ years,57750,5.19,Georgia1994,556,G.I. Generation
Georgia,1994,male,15-24 years,380700,3.94,Georgia1994,556,Generation X
Georgia,1994,male,35-54 years,561650,3.74,Georgia1994,556,Boomers
Georgia,1994,male,25-34 years,360400,3.61,Georgia1994,556,Boomers
Georgia,1994,female,55-74 years,498750,2.61,Georgia1994,556,Silent
Georgia,1994,female,35-54 years,630750,1.43,Georgia1994,556,Boomers
Georgia,1994,female,15-24 years,376100,0.53,Georgia1994,556,Generation X
Georgia,1994,female,25-34 years,384600,0.52,Georgia1994,556,Boomers
Georgia,1994,female,5-14 years,377700,0,Georgia1994,556,Millenials
Georgia,1994,male,5-14 years,392350,0,Georgia1994,556,Millenials
Georgia,1995,male,55-74 years,346850,10.09,Georgia1995,611,Silent
Georgia,1995,male,75+ years,56650,7.06,Georgia1995,611,G.I. Generation
Georgia,1995,male,35-54 years,570450,5.96,Georgia1995,611,Boomers
Georgia,1995,male,25-34 years,346300,5.2,Georgia1995,611,Generation X
Georgia,1995,male,15-24 years,370700,3.78,Georgia1995,611,Generation X
Georgia,1995,female,55-74 years,470750,2.97,Georgia1995,611,Silent
Georgia,1995,female,75+ years,126000,2.38,Georgia1995,611,G.I. Generation
Georgia,1995,female,35-54 years,640250,1.41,Georgia1995,611,Boomers
Georgia,1995,female,15-24 years,366950,1.09,Georgia1995,611,Generation X
Georgia,1995,female,25-34 years,369450,0.54,Georgia1995,611,Generation X
Georgia,1995,male,5-14 years,380400,0.26,Georgia1995,611,Millenials
Georgia,1995,female,5-14 years,366100,0,Georgia1995,611,Millenials
Georgia,1996,male,75+ years,55600,16.19,Georgia1996,718,G.I. Generation
Georgia,1996,male,55-74 years,341550,11.71,Georgia1996,718,Silent
Georgia,1996,female,75+ years,124250,8.85,Georgia1996,718,G.I. Generation
Georgia,1996,male,35-54 years,562200,8,Georgia1996,718,Boomers
Georgia,1996,male,25-34 years,333150,6,Georgia1996,718,Generation X
Georgia,1996,female,55-74 years,461300,3.03,Georgia1996,718,Silent
Georgia,1996,male,15-24 years,361400,2.49,Georgia1996,718,Generation X
Georgia,1996,female,25-34 years,355300,1.41,Georgia1996,718,Generation X
Georgia,1996,female,15-24 years,358400,1.12,Georgia1996,718,Generation X
Georgia,1996,female,35-54 years,632650,0.63,Georgia1996,718,Boomers
Georgia,1996,male,5-14 years,369200,0.27,Georgia1996,718,Millenials
Georgia,1996,female,5-14 years,355350,0,Georgia1996,718,Millenials
Georgia,1997,male,75+ years,55000,14.55,Georgia1997,828,G.I. Generation
Georgia,1997,male,55-74 years,338550,14.47,Georgia1997,828,Silent
Georgia,1997,male,25-34 years,322550,6.82,Georgia1997,828,Generation X
Georgia,1997,male,35-54 years,557750,6.81,Georgia1997,828,Boomers
Georgia,1997,male,15-24 years,354700,6.2,Georgia1997,828,Generation X
Georgia,1997,female,75+ years,123300,5.68,Georgia1997,828,G.I. Generation
Georgia,1997,female,55-74 years,455100,2.64,Georgia1997,828,Silent
Georgia,1997,female,35-54 years,629400,2.07,Georgia1997,828,Boomers
Georgia,1997,female,15-24 years,352400,0.57,Georgia1997,828,Generation X
Georgia,1997,male,5-14 years,360800,0.55,Georgia1997,828,Millenials
Georgia,1997,female,25-34 years,343900,0.29,Georgia1997,828,Generation X
Georgia,1997,female,5-14 years,347150,0,Georgia1997,828,Millenials
Georgia,1998,male,55-74 years,338600,11.52,Georgia1998,858,Silent
Georgia,1998,male,75+ years,54900,10.93,Georgia1998,858,G.I. Generation
Georgia,1998,male,35-54 years,558300,6.63,Georgia1998,858,Boomers
Georgia,1998,male,15-24 years,351300,5.98,Georgia1998,858,Generation X
Georgia,1998,male,25-34 years,315050,4.76,Georgia1998,858,Generation X
Georgia,1998,female,75+ years,123400,4.05,Georgia1998,858,G.I. Generation
Georgia,1998,female,25-34 years,335700,1.79,Georgia1998,858,Generation X
Georgia,1998,female,55-74 years,452900,1.77,Georgia1998,858,Silent
Georgia,1998,female,35-54 years,631600,1.58,Georgia1998,858,Boomers
Georgia,1998,female,15-24 years,349600,0.29,Georgia1998,858,Generation X
Georgia,1998,female,5-14 years,342150,0,Georgia1998,858,Millenials
Georgia,1998,male,5-14 years,355750,0,Georgia1998,858,Millenials
Georgia,1999,male,75+ years,54950,18.2,Georgia1999,669,G.I. Generation
Georgia,1999,male,55-74 years,339400,15.32,Georgia1999,669,Silent
Georgia,1999,male,25-34 years,308400,12,Georgia1999,669,Generation X
Georgia,1999,male,35-54 years,560050,6.79,Georgia1999,669,Boomers
Georgia,1999,female,75+ years,123800,5.65,Georgia1999,669,G.I. Generation
Georgia,1999,female,55-74 years,451750,3.54,Georgia1999,669,Silent
Georgia,1999,male,15-24 years,348700,2.87,Georgia1999,669,Generation X
